Company Brand,HeadQuarter,Sector,What it does,Amount($),Stage,Year Funded,Sector_New
Euler Motors,Delhi,automotive tech,Startup focusses on electric vehicles,2530000.0,Series A,2020,Transport
Riskcovry,Mumbai,insurtech,Offers various insurance products,1512135.0,Seed,2020,Finance
NWNT (No Worry No Tension Healthcare),Delhi,healthtech,Mental healthtech startup,1512135.0,Seed,2020,Health
Voicezen,Gurugram,ai,Conversational AI startup,1512135.0,Seed,2020,Technology
Leap Club,Gurugram,fintech,Community led professional network for women,340000.0,Seed,2020,Finance
Credit Mantri,Chennai,fintech,Offers free credit score and a detailed credit analysis report,792000.0,Seed,2020,Finance
Xtracap,Gurugram,fintech,"Offers online payment solution,schemes, order management, insurance etc.,",1000000.0,Seed,2020,Finance
Tring,Mumbai,media,Celebrity engagement platform,1512135.0,Seed,2020,Media and Entertainment
Vakilsearch,Chennai,legal,"Online platform for legal, tax and compliance services",1512135.0,Seed,2020,Business Intelligence
Khatabook,Bangalore,fintech,It helps SMEs to maintain their accounts and ledger online.,60000000.0,Series B,2020,Finance
LendingKart,Ahmedabad,fintech,Provides working capital loans and business loans to MSMEs,11363000.0,Series D,2020,Finance
Illumnus,Not Specified,edtech,Offers Collaborative learning management system for educational institutions,100000.0,Seed,2020,Education
LetsTransport,Bangalore,logitech,Offers techno logistics solutions,1715000.0,Seed,2020,Technology
Eggoz,Bihar,agritech,"Provides technology backed, deep integration services to egg farmers",329000.0,Seed,2020,Technology
Winuall,Bangalore,edtech,It helps coaching institutes in digitization,1512135.0,Seed,2020,Education
Indian School Finance Company,Hyderabad,fintech,NBFC that provides funding to education system,5271000.0,Seed,2020,Finance
Juicy Chemistry,Not Specified,fintech,It focuses on organic based skincare products,650000.0,Series A,2020,Finance
DeepTek,Pune,healthtech,AI enabled radiology platform,1512135.0,Seed,2020,Health
Stepathlon Lifestyle,Mumbai,fitness,It organises corporate wellness programs,1512135.0,Seed,2020,Lifestyle
Sindhuja Microcredit,Noida,fintech,It provides financial services to self employed women entrepreneurs,8700000.0,Seed,2020,Finance
Rentmojo,Bangalore,rental,"Rental platform for furniture, appliances & electronics",3226000.0,Seed,2020,Real Estate
Tesco Charge Zone,Gujarat,e-vehicle,Operates electric vehicle charging zone,1512135.0,Seed,2020,Transport
Intello Labs,Gurugram,supply chain,Standardisation and Quality control of fruits & vegetables,5900000.0,Series A,2020,Commerce
SirionLabs,Gurugram,saas,"Provides procurement, outsourcing services & contract management software",44000000.0,Series C,2020,Technology
Magicpin,Gurugram,fintech,"It is a local discovery, rewards, and commerce platform",3879000.0,Seed,2020,Finance
GroCurv,Gurugram,b2b,"It offers a wide range of business related services like Branding, marketing, sales etc.,",1512135.0,Seed,2020,Commerce
Refrens,Bangalore,saas,"Offers a free invoicing, payments and expense management system",1000000.0,Seed,2020,Technology
Shiprocket,Not Specified,logitech,Tech enabled logistics aggregator,13000000.0,Series C,2020,Technology
Spyne,Gurugram,ai,Helps online businesses with visual content,1512135.0,Seed,2020,Technology
Nykaa,Mumbai,ecommerce,Deals in cosmetic and wellness products,8800000.0,Seed,2020,Commerce
Docsapp,Bangalore,healthtech,Online doctor consultation app,9500000.0,Seed,2020,Health
Phable,Not Specified,healthtech,"It creates an engagement loop between doctors, hospitals, and patients via its app",1000000.0,Seed,2020,Health
Generic Aadhaar,Not Specified,pharma,It provides a platform for entrepreneurs to access generic  medicine at low cost,1512135.0,Seed,2020,Health
Nium,Not Specified,fintech,Open global money platform,1512135.0,Seed,2020,Finance
Mintoak,Mumbai,fintech,Merchant payment solutions startup,2000000.0,Seed,2020,Finance
VestSpace,Pune,spacetech,It builds small satellite paltforms,10000000.0,Seed,2020,Technology
Blackbuck,Bangalore,logistics,Provides trucking services,1512135.0,Seed,2020,Automobile
Vernacular ai,Bangalore,ai,It offers Multiligual AI platform,5100000.0,Series A,2020,Technology
Clover,Bangalore,agritech,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,920000.0,Seed,2020,Technology
Varthana,Bangalore,fintech,Offers secured and unsecured loans,15000000.0,Series D,2020,Finance
Codeninja,Bangalore,saas,AI-powered 'no-code' platform which can generate application development code,1512135.0,Seed,2020,Technology
MetaMerphoSys,Pune,insurance technology,Digital insurance platform for businesses,1512135.0,Seed,2020,Finance
Rooter,Delhi,gaming,Live sports engagement platform,1700000.0,Seed,2020,Sports
Aker Foods,Pune,foodtech & logistics,Ai driven supply chain platform,1512135.0,Seed,2020,Food & Beverages
Sascan Meditech pvt ltd,Kerala,healthtech,They are developing technology that can detect early cancerous cells,1512135.0,Seed,2020,Health
DailyHunt,Not Specified,media,News aggregator,35600000.0,Seed,2020,Media and Entertainment
Pratilipi,Bangalore,media,A digital platform that connects readers and writers in various languages,9400000.0,Series C,2020,Media and Entertainment
Biryani By Kilo,Delhi,food,Online paltform to order biryani,790000.0,Series B,2020,Food & Beverages
Consure Medical,Delhi,healthtech,"Novel platform technologies to manage, diagnose, and treat various GI disorders",480000.0,Seed,2020,Health
Servify,Mumbai,fintech,It is a technology company which serves as a platform for brands to offer end-to-end solutions to their users,250000.0,Seed,2020,Finance
Tessol,Mumbai,logistics,It provides end to end cold chain logistics solutions,160000.0,Series A,2020,Automobile
Remedo,Noida,healthtech,"It helps doctors engage with patients, improve patient experience",1512135.0,Seed,2020,Health
News Reach,Ahmedabad,media,"It is a platform that digitalises local newspaper publishers, reporters, stringers by aggregating their content",1512135.0,Seed,2020,Media and Entertainment
RoomSoom,Noida,housing,It provides co-living and student rooms,1512135.0,Seed,2020,Real Estate
Pedagogy,Not Specified,edtech,It has a single subscription model that allows users to access books and digital courses.,400000.0,Seed,2020,Education
Classplus,Delhi,edtech,"It provides mobile-first software for coaching institutes, tuition centres and private tutors",8200000.0,Series B,2020,Education
Medlife,Bangalore,pharmaceutical,It solves inadequacies in the healthcare delivery system through technology,15500000.0,Seed,2020,Health
Qin1,Noida,edtech,It is alearning platform for kids in the age group 5 to 14 yrs,1512135.0,Seed,2020,Education
MYSUN,Delhi,tech,Platform for rooftop solar energy solutions,4257000.0,Seed,2020,Technology
ShopX,Bangalore,ecommerce,B2B retail operating system,1410000.0,Seed,2020,Commerce
Sarva,Not Specified,yoga & wellness,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,1512135.0,Seed,2020,Lifestyle
Expertrons,Mumbai,ai,AI video bot platform for career hacks,1512135.0,Seed,2020,Technology
NewsBytes,Gurugram,digital media,News portal,1500000.0,Series A,2020,Media and Entertainment
Wagonfly,Bangalore,fintech,Contactless shopping and delivery experience by using radio frequency to tag retail items,500000.0,Seed,2020,Finance
NIRA,Not Specified,fintech,It offers access and credit to working Indians,2100000.0,Seed,2020,Finance
Convosight,Hyderabad,data analytics,It helps business gain insights from its community on Facebook groups,4000000.0,Seed,2020,Business Intelligence
Fittr,Pune,fitness,Fitness Social Network & Consultation Platform,2000000.0,Seed,2020,Lifestyle
AsknBid,Bangalore,investment tech,It builds algorithmic investing-based tech products,1512135.0,Seed,2020,Finance
Bira91,Bangalore,beverage,Craft beer maker,20000000.0,Series C,2020,Food & Beverages
Finaureus Technologies,Pune,fintech,Provides investment management solutions,1512135.0,Seed,2020,Finance
Daily Ninja,Haryana,ecommerce,Online Milk Delivery startup,349800.0,Seed,2020,Commerce
Guvi Geek Network Pvt Ltd,Chennai,edtech,Operates vernacular-language based education,786000.0,Seed,2020,Education
LoadShare,Bangalore,logistics,Provides technology based solutions to SMEs in logistics,2004000.0,Series B,2020,Automobile
Vedantu,Bangalore,edtech,Onine learning platform,6800000.0,Series C,2020,Education
Indusface,Not Specified,tech,It provides IT security solutions,5000000.0,Seed,2020,Technology
DMI Group,Delhi,financial services,Pan-India Credit providing platform,123000000.0,Seed,2020,Finance
Spintly,Goa,iot,It is a wireless cloud-based access control system,248000.0,Seed,2020,Technology
Credr,Mumbai,automobile,A marketplace to buy and sell used bikes and scooters,1512135.0,Seed,2020,Manufacturing
Bijak,Gurugram,agritech,"It is a platform that gives agricultural commodity at better prices, increased working capital, and optimised logistics",12000000.0,Series A,2020,Technology
Bugworks,Bangalore,biopharma,A drug discovery company that aims to discover novel treatment options for resistant bacterial infections,7500000.0,Seed,2020,Health
DrinkPrime,Bangalore,fintech,Water purifier subscription service,1512135.0,Seed,2020,Finance
Yap,Chennai,fintech,Banking and payment products-focused API platform,4500000.0,Series A,2020,Finance
UzhavarBumi,Tamil Nadu,dairy,Provides fresh dairy products,1512135.0,Seed,2020,Food & Beverages
Tattva,Delhi,beauty & wellness,Sells its organic and beauty products via marketplace,150000.0,Seed,2020,Beauty & Fashion
Pariksha,Pune,edtech,Platform for vernacular test-preparation,1512135.0,Seed,2020,Education
DailyHunt,Not Specified,media,News aggregator,24000000.0,Seed,2020,Media and Entertainment
NoBroker,Bangalore,real estate,Online real estate rental startup,30000000.0,Seed,2020,Real Estate
Box8,Mumbai,foodtech,Enables to order food online,4000000.0,Seed,2020,Food & Beverages
Capital Float,Bangalore,fintech,Online platform that provides working capital finance to SMEs,15000000.0,Seed,2020,Finance
ITILITE,Bangalore,travel & saas,Platform for business travel,13000000.0,Series B,2020,Technology
Morning Context,Not Specified,digital media,A subscription-only digital media publisher,1512135.0,Seed,2020,Media and Entertainment
Aavenir,Ahmedabad,saas,Source-to-Pay Software,2000000.0,Seed,2020,Technology
Savvy Co op,Not Specified,healthcare,It connects patients with healthcare companies,1512135.0,Seed,2020,Health
BLive,Not Specified,tourism & ev,"It offers experiential, guided tours on smart electric bikes",1512135.0,Seed,2020,Lifestyle
Yellow Messenger,Bangalore,ai,It offers conversational chatbots,20000000.0,Series B,2020,Technology
Toch,Not Specified,media tech,AI based Video object detection and Tagging platform,400000.0,Seed,2020,Media and Entertainment
Ewar,Bangalore,gaming,E-sports and real-time gaming startup,200000.0,Seed,2020,Sports
Setu,Not Specified,fintech,"Offers open APIs across four categories: bills, savings, credit, and payments.",14259000.0,Series A,2020,Finance
Wellthy Therapeutics,Bangalore,healthtech,It offers a digital therapeutics service,4000000.0,Seed,2020,Health
Power Gummies,Delhi,health,Offers health supplements related gummies,1512135.0,Seed,2020,Health
Locale ai,Bangalore,location analytics,It helps companies with moving assets  increase revenues and demand using real time location data and analytics,1512135.0,Seed,2020,Business Intelligence
FarEye,Delhi,logistics,"It enables businesses to execute, track, predict and oprimize the movements of goods",24500000.0,Series D,2020,Automobile
Rebel Foods,Not Specified,food tech,It runs internet kitchen,50000000.0,Seed,2020,Food & Beverages
BankBazaar,Chennai,fintech,Online marketplace that gives customers instant customised offers on loans and credit cards,3800000.0,Series D,2020,Finance
Porter,Mumbai,logistics,Logistics and fleet management,18370000.0,Series D,2020,Automobile
SugarBox,Mumbai,tech,Hyperlocal data distribution platform,68525000.0,Seed,2020,Technology
Capital Float,Bangalore,fintech,Online platform that provides working capital finance to SMEs,4800000.0,Series F,2020,Finance
Big Basket,Bangalore,e store,Online grocery store,60000000.0,Seed,2020,Commerce
Amica,Not Specified,fintech,Neobanking startup,2000000.0,Seed,2020,Finance
Vedantu,Bangalore,edtech,Onine learning platform,12500000.0,Series C,2020,Education
Fingerlix,Not Specified,food,"It provides ready-to-cook products such as batters, mixes, curries, dals, parathas etc.,",1834000.0,Seed,2020,Food & Beverages
Plop,Mumbai,tech,It Provides an interactive fiction entertainment platform to entertain & educate Gen Z & Millennials in a language they understand,1512135.0,Seed,2020,Technology
Zupee,Not Specified,gaming,It runs live quiz tournaments on its app.,8000000.0,Series A,2020,Sports
DeHaat,Not Specified,agritech,Online marketplace for farming services and products,12000000.0,Series A,2020,Technology
Lido Learning,Mumbai,edtech,Online teaching service,7500000.0,Series B,2020,Education
Aye Finance,Gurugram,fintech,A finance lender to SMEs,23850000.0,Seed,2020,Finance
Swiggy,Bangalore,foodtech,Platform to order food online from restaurants and getting it delievered,43000000.0,Series A,2020,Food & Beverages
Akna Medical,Not Specified,healthtech,Provides supply solutions for surgical and pharmaceutical products.,7000000.0,Seed,2020,Health
Zomato,Gurugram,foodtech,Online food delivery and restaurant discovery platform,5000000.0,Seed,2020,Food & Beverages
